Order ID,Order Date,Order Priority,Order Quantity,Sales,Discount,Ship Mode,Profit,Unit Price,Shipping Cost,Customer Name,Province,Region,Customer Segment,Product Category,Product Sub-Category,Product Name,Product Container,Ship Date,Year,Month
9568.0,2010-03-07,Not Specified,46,3725.53,0.0,Regular Air,748.67,76.72,19.95,John Lucas,Ontario,Ontario,Corporate,Office Supplies,Appliances,Honeywell EnviracaireÂ® Portable Air Cleaner for up to 8 x 10 Room,Large Box,2010-03-09 00:00:00,2010,3
9701.0,2010-02-27,Low,8,103.75,0.01,Regular Air,25.1345,12.97,1.49,Herbert Flentye,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Small Box,2010-03-04 00:00:00,2010,2
9701.0,2010-02-27,Low,9,855.865,0.04,Regular Air,-153.923,110.99,2.5,Herbert Flentye,Ontario,Ontario,Small Business,Technology,Telephones and Communication,T18,Small Box,2010-03-03 00:00:00,2010,2
9926.0,2009-10-11,High,25,158.83,0.0,Regular Air,-56.97,5.77,5.92,Mick Hernandez,Ontario,Ontario,Home Office,Furniture,Office Furnishings,DAX Cubicle Frames - 8x10,Medium Box,2009-10-13 00:00:00,2009,10
10373.0,2010-06-25,Critical,28,193.16,0.03,Regular Air,-71.73,6.48,6.6,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 21,Small Box,2010-06-27 00:00:00,2010,6
10470.0,2012-05-04,Low,40,1757.43,0.02,Express Air,490.77,44.01,3.5,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Appliances,Acco SmartsocketÂ® Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Small Box,2012-05-06 00:00:00,2012,5
10470.0,2012-05-04,Low,8,137.26,0.03,Regular Air,-54.6135,15.99,13.18,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,2012-05-11 00:00:00,2012,5
10470.0,2012-05-04,Low,20,2913.1455,0.09,Regular Air,333.72,175.99,4.99,Guy Phonely,Ontario,Ontario,Corporate,Technology,Telephones and Communication,5165,Small Box,2012-05-06 00:00:00,2012,5
11111.0,2011-01-17,Medium,7,308.52,0.1,Regular Air,-59.85,41.47,34.2,Guy Phonely,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon EconocleatÂ® Chair Mats for Low Pile Carpets,Wrap Bag,2011-01-19 00:00:00,2011,1
11111.0,2011-01-17,Medium,29,176.5,0.1,Regular Air,-119.72,6.48,7.37,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 210,Small Box,2011-01-19 00:00:00,2011,1
11173.0,2012-03-30,Critical,37,221.66,0.08,Regular Air,-95.17,5.98,3.85,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation 3.5"" IBM-Formatted Diskettes, 10/Pack",Small Pack,2012-04-01 00:00:00,2012,3
11239.0,2012-02-09,Critical,33,6170.02,0.03,Delivery Truck,-433.2901430000001,179.29,29.21,Jay Kimmel,Ontario,Ontario,Small Business,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Jumbo Box,2012-02-11 00:00:00,2012,2
11396.0,2012-07-21,Critical,42,12270.3,0.07,Regular Air,4842.3735,304.99,19.99,Matt Connell,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,Ibico Hi-Tech Manual Binding System,Small Box,2012-07-22 00:00:00,2012,7
11808.0,2012-07-31,Not Specified,1,148.34400000000002,0.06,Delivery Truck,25.20675,150.98,39.25,Tracy Poddar,Ontario,Ontario,Corporate,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Jumbo Box,2012-08-01 00:00:00,2012,7
11874.0,2012-09-09,Medium,1,40.29,0.0,Regular Air,-82.13,30.42,8.65,Tracy Poddar,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Fellowes Internet Keyboard, Platinum",Small Box,2012-09-11 00:00:00,2012,9
11874.0,2012-09-09,Medium,20,775.77,0.07,Regular Air,179.37,39.98,9.83,Tracy Poddar,Ontario,Ontario,Corporate,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",Small Box,2012-09-09 00:00:00,2012,9
12322.0,2011-05-11,Critical,36,3436.9,0.03,Express Air,-398.11,92.23,39.61,Jay Kimmel,Ontario,Ontario,Small Business,Furniture,Office Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Medium Box,2011-05-13 00:00:00,2011,5
12480.0,2009-07-07,Medium,8,1187.01,0.0,Delivery Truck,-203.27,137.48,32.18,Steve Nguyen,Ontario,Ontario,Small Business,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,Jumbo Box,2009-07-08 00:00:00,2009,7
12516.0,2009-05-24,Low,31,2360.43,0.1,Delivery Truck,66.22,80.97,33.6,Vivek Grady,Ontario,Ontario,Home Office,Technology,Office Machines,Lexmark Z25 Color Inkjet Printer,Jumbo Drum,2009-05-29 00:00:00,2009,5
12516.0,2009-05-24,Low,22,154.6,0.02,Regular Air,-23.53,6.48,5.11,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 231,Small Box,2009-05-28 00:00:00,2009,5
13088.0,2010-04-22,Not Specified,46,187.92,0.08,Regular Air,-2149.8,3.25,49,Ben Ferrer,Ontario,Ontario,Corporate,Office Supplies,Appliances,"Bravo IIâ¢ MegabossÂ® 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Large Box,2010-04-24 00:00:00,2010,4
13121.0,2010-03-07,High,36,1211,0.0,Regular Air,-27.99,30.98,6.5,Xylona Price,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Logitech Internet Navigator Keyboard,Small Box,2010-03-08 00:00:00,2010,3
13121.0,2010-03-07,High,28,4924.135,0.07,Regular Air,1049.535,205.99,8.99,Xylona Price,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Talkabout T8097,Small Box,2010-03-10 00:00:00,2010,3
13348.0,2010-11-07,Medium,35,4890.58,0.05,Regular Air,310.51,140.85,19.99,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Storage & Organization,"Fellowes Strictly BusinessÂ® Drawer File, Letter/Legal Size",Small Box,2010-11-08 00:00:00,2010,11
13413.0,2010-01-29,Critical,29,150.28,0.04,Regular Air,-50.86,4.98,4.7,Karen Daniels,Ontario,Ontario,Consumer,Office Supplies,Paper,Staples Copy Paper (20Lb. and 84 Bright),Small Box,2010-01-31 00:00:00,2010,1
13447.0,2010-01-08,High,24,436.4835,0.01,Regular Air,0.8460000000000012,20.99,4.81,Pamela Coakley,Ontario,Ontario,Corporate,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,2010-01-10 00:00:00,2010,1
13638.0,2011-09-30,High,49,682.77,0.05,Regular Air,165.2,14.48,1.99,Steve Nguyen,Ontario,Ontario,Consumer,Technology,Computer Peripherals,TDK 4.7GB DVD+RW,Small Pack,2011-10-02 00:00:00,2011,9
13761.0,2009-10-17,Low,32,2421.44,0.09,Regular Air,-949.09,78.8,35,Katherine Nockton,Ontario,Ontario,Home Office,Office Supplies,Storage & Organization,Space Solutionsâ¢ Industrial Galvanized Steel Shelving.,Large Box,2009-10-21 00:00:00,2009,10
14247.0,2011-08-16,Critical,4,14.75,0.03,Regular Air,-2.49,3.29,1.35,Denny Blanton,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,AccoÂ® Hot Clipsâ¢ Clips to Go,Wrap Bag,2011-08-18 00:00:00,2011,8
14755.0,2010-01-05,High,31,111.48,0.09,Regular Air,29.57,3.85,0.7,Steve Nguyen,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,2010-01-05 00:00:00,2010,1
14755.0,2010-01-05,High,44,2322.812,0.1,Express Air,454.383,65.99,4.2,Steve Nguyen,Ontario,Ontario,Consumer,Technology,Telephones and Communication,5170,Small Box,2010-01-07 00:00:00,2010,1
14854.0,2010-04-28,Low,24,391.23,0.07,Regular Air,-27.98,16.91,6.25,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Small Box,2010-05-02 00:00:00,2010,4
15078.0,2010-11-09,High,33,207.01,0.01,Regular Air,-36.9,5.78,4.96,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 1899,Small Box,2010-11-10 00:00:00,2010,11
15718.0,2009-01-27,Critical,41,1863.02,0.03,Regular Air,360.63,43.98,8.99,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Small Pack,2009-01-29 00:00:00,2009,1
15718.0,2009-01-27,Critical,50,55.89,0.06,Regular Air,-3.05,1.14,0.7,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,2009-01-30 00:00:00,2009,1
15744.0,2010-03-21,Critical,16,838.81,0.09,Regular Air,290.77,55.48,6.79,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Small Box,2010-03-22 00:00:00,2010,3
16454.0,2012-05-11,Medium,12,94.39,0.04,Regular Air,-29.486,7.1,6.05,Chris Selesnick,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,"Wilson Jones Hanging View Binder, White, 1""",Small Box,2012-05-11 00:00:00,2012,5
16676.0,2009-03-19,High,39,936.8019999999999,0.07,Regular Air,-12.078000000000001,28.99,8.59,Sally Hughsby,Ontario,Ontario,Consumer,Technology,Telephones and Communication,SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp,Medium Box,2009-03-19 00:00:00,2009,3
16897.0,2012-06-15,Not Specified,1,379.8,0.02,Delivery Truck,-183.09,320.98,58.95,Sally Hughsby,Ontario,Ontario,Consumer,Furniture,Chairs & Chairmats,Hon 4070 Series Pagodaâ¢ Round Back Stacking Chairs,Jumbo Drum,2012-06-17 00:00:00,2012,6
16897.0,2012-06-15,Not Specified,48,107.7,0.06,Regular Air,14.97,2.21,1,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Quartet AlphaÂ® White Chalk, 12/Pack",Wrap Bag,2012-06-17 00:00:00,2012,6
16999.0,2009-01-19,Critical,18,3568.45,0.09,Regular Air,1081.62,207.48,0.99,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,2009-01-21 00:00:00,2009,1
17091.0,2012-07-21,Medium,45,2604.315,0.0,Regular Air,750.87,65.99,5.26,Kean Nguyen,Ontario,Ontario,Small Business,Technology,Telephones and Communication,8860,Small Box,2012-07-22 00:00:00,2012,7
17249.0,2010-09-25,Low,37,2911.64,0.02,Regular Air,225.28,73.98,14.52,Matt Connell,Ontario,Ontario,Corporate,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,2010-09-27 00:00:00,2010,9
17670.0,2009-08-25,Medium,14,36.52,0.07,Regular Air,10.05,2.61,0.5,Sean O'Donnell,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery 494,Small Box,2009-08-27 00:00:00,2009,8
17797.0,2012-07-10,Low,10,1077.28,0.0,Delivery Truck,-486.12,100.98,57.38,Vivek Grady,Ontario,Ontario,Home Office,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,2012-07-12 00:00:00,2012,7
17797.0,2012-07-10,Low,16,61.52,0.02,Regular Air,-8.89,3.69,2.5,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Colored Envelopes,Small Box,2012-07-14 00:00:00,2012,7
18213.0,2010-09-10,Medium,29,1111.23,0.1,Regular Air,21.6,40.99,19.99,Guy Phonely,Ontario,Ontario,Corporate,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,2010-09-12 00:00:00,2010,9
18241.0,2010-07-27,Low,3,64.5,0.05,Regular Air,-55.11,20.89,1.99,Denny Blanton,Ontario,Ontario,Home Office,Technology,Computer Peripherals,"IBM 80 Minute CD-R Spindle, 50/Pack",Small Pack,2010-07-29 00:00:00,2010,7
18241.0,2010-07-27,Low,25,9944.49,0.08,Delivery Truck,-969.0483660000001,400.98,76.37,Denny Blanton,Ontario,Ontario,Home Office,Furniture,Tables,Bretford CR8500 Series Meeting Room Furniture,Jumbo Box,2010-07-29 00:00:00,2010,7
18244.0,2011-02-11,Critical,1,172.34,0.0,Regular Air,-73.22,140.81,24.49,Chris Selesnick,Ontario,Ontario,Home Office,Furniture,Chairs & Chairmats,Hon Olson Stacker Stools,Large Box,2011-02-13 00:00:00,2011,2
18465.0,2010-04-15,High,12,816.23,0.05,Regular Air,-353.71,64.65,35,Laura Armstrong,Ontario,Ontario,Small Business,Office Supplies,Storage & Organization,Space Solutions Commercial Steel Shelving,Large Box,2010-04-17 00:00:00,2010,4
18528.0,2011-04-30,Critical,33,340.97,0.07,Regular Air,-22.82,10.98,3.99,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Appliances,Staples Surge Protector 6 outlet,Small Box,2011-05-01 00:00:00,2011,4
18528.0,2011-04-30,Critical,22,136.24,0.03,Regular Air,-96.22,5.78,7.96,Jas O'Carroll,Ontario,Ontario,Corporate,Office Supplies,Paper,Xerox 196,Small Box,2011-05-02 00:00:00,2011,4
18917.0,2012-05-03,Critical,14,28.82,0.08,Regular Air,-8.3605,2.08,1.49,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,2012-05-05 00:00:00,2012,5
19493.0,2009-02-02,Critical,31,4713.25,0.1,Regular Air,-372.48597100000006,154.13,69,Bill Overfelt,Ontario,Ontario,Corporate,Furniture,Tables,Laminate Occasional Tables,Large Box,2009-02-03 00:00:00,2009,2
19616.0,2011-12-22,High,3,92.31,0.0,Regular Air,-28.95,28.15,6.17,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,2011-12-23 00:00:00,2011,12
19616.0,2011-12-22,High,42,116.94,0.06,Express Air,-10.01,2.78,1.25,Katherine Nockton,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Newell 318,Wrap Bag,2011-12-23 00:00:00,2011,12
20390.0,2009-08-31,Not Specified,35,1271.12,0.05,Express Air,-62.82,34.98,7.53,Sandra Flanagan,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Fellowes EZ Multi-Media Keyboard,Small Box,2009-09-03 00:00:00,2009,8
20390.0,2009-08-31,Not Specified,17,58.5,0.0,Regular Air,-25.26,3.14,1.92,Sandra Flanagan,Ontario,Ontario,Home Office,Office Supplies,"Scissors, Rulers and Trimmers",Serrated Blade or Curved Handle Hand Letter Openers,Wrap Bag,2009-09-02 00:00:00,2009,8
20451.0,2012-05-25,Critical,6,53.72,0.1,Regular Air,2.82,8.95,2.01,Bill Overfelt,Ontario,Ontario,Corporate,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Wrap Bag,2012-05-27 00:00:00,2012,5
20451.0,2012-05-25,Critical,33,1809.21,0.04,Regular Air,454.49,55.29,5.08,Bill Overfelt,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Recycled Steel Personal File for Standard File Folders,Small Box,2012-05-27 00:00:00,2012,5
20451.0,2012-05-25,Critical,17,9150.09,0.1,Delivery Truck,-1331.553366,550.98,45.7,Bill Overfelt,Ontario,Ontario,Corporate,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Jumbo Box,2012-05-27 00:00:00,2012,5
20486.0,2011-03-05,High,34,306.3,0.07,Regular Air,18.73,9.27,4.39,Alejandro Grove,Ontario,Ontario,Corporate,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Wrap Bag,2011-03-06 00:00:00,2011,3
20486.0,2011-03-05,High,42,163.98,0.01,Regular Air,55.73,3.85,0.7,Alejandro Grove,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Wrap Bag,2011-03-06 00:00:00,2011,3
20899.0,2010-04-12,Low,9,495.1,0.04,Regular Air,110.36,54.96,10.75,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,Xerox 1940,Small Box,2010-04-21 00:00:00,2010,4
21089.0,2011-07-28,Medium,4,559.75,0.07,Delivery Truck,-331.08,122.99,70.2,Vivek Grady,Ontario,Ontario,Corporate,Furniture,Chairs & Chairmats,"Global High-Back Leather Tilter, Burgundy",Jumbo Drum,2011-07-30 00:00:00,2011,7
21634.0,2012-10-28,Not Specified,8,1611.73,0.1,Delivery Truck,-314.61,208.16,68.02,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Jumbo Drum,2012-10-29 00:00:00,2012,10
21634.0,2012-10-28,Not Specified,1,1946.55,0.07,Regular Air,-4017.6164999999996,1938.02,13.99,Lindsay Shagiari,Ontario,Ontario,Home Office,Technology,Office Machines,Polycom ViewStationâ¢ Adapter H323 Videoconferencing Unit,Medium Box,2012-10-31 00:00:00,2012,10
21665.0,2012-10-15,High,5,474.793,0.09,Express Air,-407.264,115.99,2.5,Arthur Prichep,Ontario,Ontario,Home Office,Technology,Telephones and Communication,DPC 650 Piper,Small Box,2012-10-16 00:00:00,2012,10
21729.0,2012-12-06,Low,28,120.98,0.0,Regular Air,-92.851,4.13,5.34,Xylona Price,Ontario,Ontario,Corporate,Office Supplies,Binders and Binder Accessories,ACCOHIDEÂ® Binder by Acco,Small Box,2012-12-10 00:00:00,2012,12
21729.0,2012-12-06,Low,14,1082.66,0.08,Regular Air,-256.93,79.52,48.2,Xylona Price,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Eldon Cleatmat Plusâ¢ Chair Mats for High Pile Carpets,Medium Box,2012-12-13 00:00:00,2012,12
21796.0,2012-05-06,Low,46,4744.64,0.04,Regular Air,1033.38,99.99,19.99,Vivek Grady,Ontario,Ontario,Home Office,Technology,Computer Peripherals,US Robotics 56K V.92 External Faxmodem,Small Box,2012-05-10 00:00:00,2012,5
21796.0,2012-05-06,Low,2,40.8255,0.01,Regular Air,-99.979,20.99,4.81,Vivek Grady,Ontario,Ontario,Home Office,Technology,Telephones and Communication,1726 Digital Answering Machine,Medium Box,2012-05-06 00:00:00,2012,5
21796.0,2012-05-06,Low,41,607.13,0.1,Regular Air,274.66,15.67,1.39,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",Small Box,2012-05-13 00:00:00,2012,5
21796.0,2012-05-06,Low,31,34.22,0.07,Regular Air,-3.19,1.14,0.7,Vivek Grady,Ontario,Ontario,Home Office,Office Supplies,Rubber Bands,OIC Thumb-Tacks,Wrap Bag,2012-05-11 00:00:00,2012,5
21958.0,2009-06-05,High,14,4998.03,0.09,Regular Air,1092.94,363.25,19.99,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Appliances,Hoover WindTunnelâ¢ Plus Canister Vacuum,Small Box,2009-06-06 00:00:00,2009,6
22468.0,2010-06-10,Not Specified,14,323.11,0.0,Regular Air,41.5225,20.98,8.83,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Premium Transparent Presentation Covers by GBC,Small Box,2010-06-10 00:00:00,2010,6
22468.0,2010-06-10,Not Specified,11,65.1,0.03,Regular Air,13.31,5.68,1.46,Steve Nguyen,Ontario,Ontario,Small Business,Office Supplies,Paper,"Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",Wrap Bag,2010-06-11 00:00:00,2010,6
22468.0,2010-06-10,Not Specified,19,163.75,0.0,Regular Air,23.61,7.96,4.95,Steve Nguyen,Ontario,Ontario,Small Business,Furniture,Office Furnishings,Staples Plastic Wall Frames,Small Box,2010-06-12 00:00:00,2010,6
22626.0,2010-06-29,Critical,17,90.93,0.02,Regular Air,14.19,5.18,2.04,John Lucas,Ontario,Ontario,Small Business,Office Supplies,Paper,ArrayÂ® Memo Cubes,Wrap Bag,2010-07-01 00:00:00,2010,6
22626.0,2010-06-29,Critical,35,6170.912,0.04,Delivery Truck,-528.653125,218.75,69.64,John Lucas,Ontario,Ontario,Small Business,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,2010-07-01 00:00:00,2010,6
23205.0,2009-05-24,High,8,319.62,0.08,Express Air,-16.64,40.98,7.2,Stuart Calhoun,Ontario,Ontario,Consumer,Office Supplies,Appliances,Kensington 6 Outlet SmartSocket Surge Protector,Small Box,2009-05-25 00:00:00,2009,5
23205.0,2009-05-24,High,32,263.39,0.08,Express Air,-59.73,8.12,2.83,Stuart Calhoun,Ontario,Ontario,Consumer,Technology,Computer Peripherals,"Imation Neon Mac Format Diskettes, 10/Pack",Small Pack,2009-05-25 00:00:00,2009,5
23205.0,2009-05-24,High,26,7208.8,0.02,Delivery Truck,-633.4412370000002,262.11,62.74,Stuart Calhoun,Ontario,Ontario,Consumer,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,2009-05-25 00:00:00,2009,5
23394.0,2010-04-29,High,45,101.57,0.01,Regular Air,-5.9915,2.08,1.49,Kean Nguyen,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Round Ring Binders,Small Box,2010-04-30 00:00:00,2010,4
24390.0,2012-06-06,Low,2,107.67,0.1,Express Air,-234.66,50.98,6.5,Katherine Nockton,Ontario,Ontario,Home Office,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,2012-06-08 00:00:00,2012,6
24643.0,2012-04-29,Medium,30,2368.1679999999997,0.0,Regular Air,1181.295,85.99,1.25,Ben Ferrer,Ontario,Ontario,Corporate,Technology,Telephones and Communication,Accessory8,Small Pack,2012-05-01 00:00:00,2012,4
24679.0,2011-05-07,Not Specified,7,33.99,0.09,Regular Air,-25.86,4.77,2.39,Janet Molinari,Ontario,Ontario,Corporate,Technology,Computer Peripherals,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Small Pack,2011-05-08 00:00:00,2011,5
25062.0,2010-10-30,Critical,5,78.79,0.03,Regular Air,-21.29,14.42,6.75,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Appliances,Holmes Odor Grabber,Medium Box,2010-11-01 00:00:00,2010,10
25062.0,2010-10-30,Critical,9,3928.25,0.04,Regular Air,1343.2465,420.98,19.99,Sally Hughsby,Ontario,Ontario,Consumer,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,2010-11-01 00:00:00,2010,10
25152.0,2012-10-15,Critical,29,195.21,0.07,Regular Air,16.4,7.08,2.35,Matt Connell,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,SANFORD Major Accentâ¢ Highlighters,Wrap Bag,2012-10-17 00:00:00,2012,10
25478.0,2012-04-24,Critical,47,4725.0905,0.01,Regular Air,1578.6989999999998,115.99,2.5,Jim Kriz,Ontario,Ontario,Consumer,Technology,Telephones and Communication,6162m,Small Box,2012-04-24 00:00:00,2012,4
25478.0,2012-04-24,Critical,50,286.76,0.09,Regular Air,77.2,6.08,1.82,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Rubber Bands,Staples Bulk Pack Metal Binder Clips,Wrap Bag,2012-04-26 00:00:00,2012,4
26469.0,2012-07-30,Medium,4,7406.49,0.03,Regular Air,701.216,1889.99,19.99,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,Ibico EPK-21 Electric Binding System,Small Box,2012-08-01 00:00:00,2012,7
26469.0,2012-07-30,Medium,50,350.01,0.04,Regular Air,-133.43,6.68,6.93,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Small Box,2012-07-31 00:00:00,2012,7
26470.0,2009-03-21,High,41,18081.76,0.03,Regular Air,8822.2775,420.98,19.99,Harold Ryan,Ontario,Ontario,Home Office,Office Supplies,Binders and Binder Accessories,GBC DocuBind 200 Manual Binding Machine,Small Box,2009-03-22 00:00:00,2009,3
26565.0,2009-10-21,Medium,49,21337.27,0.02,Regular Air,7606,419.19,19.99,Cathy Prescott,Ontario,Ontario,Corporate,Office Supplies,Storage & Organization,Smead Adjustable Mobile File Trolley with Lockable Top,Small Box,2009-10-22 00:00:00,2009,10
26852.0,2010-03-06,Critical,2,15.81,0.06,Regular Air,-9.88,4.98,6.07,Jim Kriz,Ontario,Ontario,Consumer,Office Supplies,Paper,Xerox 1897,Small Box,2010-03-08 00:00:00,2010,3
27299.0,2012-08-05,Critical,41,802.16,0.1,Regular Air,-293.45,19.94,14.87,Liz Willingham,Ontario,Ontario,Corporate,Furniture,Office Furnishings,Luxo Economy Swing Arm Lamp,Large Box,2012-08-07 00:00:00,2012,8
27300.0,2012-09-30,Not Specified,50,3333.1,0.1,Regular Air,-85.03,73.98,4,Stephanie Ulpright,Ontario,Ontario,Consumer,Technology,Computer Peripherals,Keytronic French Keyboard,Small Box,2012-10-01 00:00:00,2012,9
27300.0,2012-09-30,Not Specified,27,55.68,0.04,Regular Air,0.26,2.1,0.7,Stephanie Ulpright,Ontario,Ontario,Consumer,Office Supplies,Pens & Art Supplies,"Sanford EarthWriteÂ® Recycled Pencils, Medium Soft, #2",Wrap Bag,2012-09-30 00:00:00,2012,9
27557.0,2012-02-08,Low,18,56.13,0.02,Regular Air,-58.47,2.88,5.33,Robert Marley,Ontario,Ontario,Corporate,Office Supplies,Labels,Avery File Folder Labels,Small Box,2012-02-13 00:00:00,2012,2
27654.0,2010-09-24,High,12,94.83,0.02,Regular Air,29.87,7.64,1.39,Lindsay Shagiari,Ontario,Ontario,Home Office,Office Supplies,Envelopes,Security-Tint Envelopes,Small Box,2010-09-26 00:00:00,2010,9
27684.0,2011-09-05,Low,1,13.04,0.06,Regular Air,-6.62,10.48,2.89,John Lucas,Ontario,Ontario,Corporate,Office Supplies,Pens & Art Supplies,Staples Battery-Operated Desktop Pencil Sharpener,Small Pack,2011-09-07 00:00:00,2011,9
27811.0,2011-03-04,Not Specified,31,197.59,0.09,Regular Air,-73.62299999999999,6.81,5.48,Odella Nelson,Ontario,Ontario,Small Business,Office Supplies,Binders and Binder Accessories,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Small Box,2011-03-06 00:00:00,2011,3
28064.0,2010-09-02,Medium,43,856.45,0.03,Regular Air,265.1,19.84,4.1,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,2010-09-02 00:00:00,2010,9
28064.0,2010-09-02,Medium,1,6.75,0.08,Regular Air,-2.31,5.84,1,Arthur Prichep,Ontario,Ontario,Home Office,Office Supplies,Pens & Art Supplies,"Quartet OmegaÂ® Colored Chalk, 12/Pack",Wrap Bag,2010-09-02 00:00:00,2010,9
